riis on geniaaln,CPU Name,Cores,Price,CPU Mark,CPU Value,Thread Mark,Thread Value,TDP (W),Power Perf.,Test Date,Socket,Category
,Intel Xeon D-1548 @ 2.00GHz,8,$555.00*,"9,075",16.35,"1,647",2.97,45,201.66,Apr 2019,FCBGA1667,Server
,Intel Xeon D-1559 @ 1.50GHz,12,NA,"5,647",NA,569,NA,45,125.48,Aug 2017,FCBGA1667,Server
,Intel Xeon D-1577 @ 1.30GHz,16,"$1,176.00*","11,645",9.90,"1,319",1.12,45,258.78,Sep 2020,FCBGA1667,Server
,Intel Xeon D-1587 @ 1.70GHz,16,NA,"9,223",NA,835,NA,65,141.90,Jul 2016,FCBGA1667,Server
,Intel Xeon D-1622 @ 2.60GHz,4,$170.00*,"6,205",36.50,"1,875",11.03,40,155.12,Apr 2021,FCBGA1667,Server
,Intel Xeon D-2141I @ 2.20GHz,8,$555.00*,"12,177",21.94,"1,756",3.16,65,187.33,Jan 2019,FCBGA2518,Server
,Intel Xeon D-2146NT @ 2.30GHz,8,$641.00*,"11,718",18.28,"1,786",2.79,80,146.47,Aug 2019,FCBGA2518,Server
,Intel Xeon D-2183IT @ 2.20GHz,16,"$1,764.00*","18,385",10.42,"1,728",0.98,100,183.85,May 2018,FCBGA2518,Server
,Intel Xeon E-2104G @ 3.20GHz,4,$379.00*,"6,215",16.40,"1,981",5.23,65,95.62,Oct 2018,FCLGA1151-2,Server
,Intel Xeon E-2124G @ 3.40GHz,4,$254.00*,"7,534",29.66,"2,796",11.01,71,106.11,Nov 2018,FCLGA1151-2,Server
,Intel Xeon E-2134 @ 3.50GHz,4,$274.99,"8,741",31.79,"2,569",9.34,71,123.11,Jan 2019,FCLGA1151-2,Server
,Intel Xeon E-2144G @ 3.60GHz,4,$301.17*,"9,288",30.84,"2,704",8.98,71,130.81,Feb 2019,FCLGA1151-2,Server
,Intel Xeon E-2174G @ 3.80GHz,4,$359.99,"9,568",26.58,"2,648",7.36,71,134.76,Sep 2018,FCLGA1151-2,Server
,Intel Xeon E-2176M @ 2.70GHz,6,$450.00*,"10,806",24.01,"2,454",5.45,45,240.14,Apr 2018,FCBGA1440,Laptop
,Intel Xeon E-2186M @ 2.90GHz,6,$623.00*,"10,721",17.21,"2,412",3.87,45,238.23,Apr 2018,FCBGA1440,Laptop
,Intel Xeon E-2224G @ 3.50GHz,4,$267.56*,"7,477",27.95,"2,722",10.17,71,105.31,Jul 2019,FCLGA1151-2,Server
,Intel Xeon E-2234 @ 3.60GHz,4,$294.99*,"10,010",33.93,"2,895",9.82,71,140.99,Oct 2020,FCLGA1151-2,Server
,Intel Xeon E-2244G @ 3.80GHz,4,$413.00*,"9,826",23.79,"2,807",6.80,71,138.39,Oct 2019,FCLGA1151-2,Server
,Intel Xeon E-2254ML @ 1.70GHz,4,NA,"6,333",NA,"2,029",NA,25,253.31,Dec 2019,FCBGA1440,Server
,Intel Xeon E-2276G @ 3.80GHz,6,$646.04*,"13,300",20.59,"2,881",4.46,80,166.25,Nov 2019,FCLGA1151-2,Server
,Intel Xeon E-2276ME @ 2.80GHz,6,$450.00*,"9,680",21.51,"1,692",3.76,45,215.11,Jul 2021,FCBGA1440,"Server, Mobile/Embedded"
,Intel Xeon E-2278GE @ 3.30GHz,8,$494.00*,"17,210",34.84,"2,754",5.57,80,215.13,Jun 2020,FCLGA1151-2,Server
,Intel Xeon E-2286G @ 4.00GHz,6,$551.26*,"14,384",26.09,"2,846",5.16,95,151.41,Oct 2019,FCLGA1151-2,Server
,Intel Xeon E-2288G @ 3.70GHz,8,$539.00*,"17,122",31.77,"2,900",5.38,95,180.24,Sep 2019,FCLGA1151-2,Server
,Intel Xeon E3-1205 v6 @ 3.00GHz,4,$193.00*,"5,682",29.44,"1,875",9.72,65,87.41,Jan 2020,FCLGA1151,Server
,Intel Xeon E3-1220 V2 @ 3.10GHz,4,$399.00,"4,689",11.75,"1,917",4.80,69,67.96,Jul 2012,LGA1155,Server
,Intel Xeon E3-1220 v5 @ 3.00GHz,4,$237.74,"5,635",23.70,"1,996",8.40,80,70.44,Jan 2016,FCLGA1151,Server
,Intel Xeon E3-1220L @ 2.20GHz,2,NA,"2,050",NA,"1,421",NA,20,102.51,May 2011,LGA1155,Server
,Intel Xeon E3-1220L v3 @ 1.10GHz,2,NA,"1,407",NA,777,NA,13,108.20,May 2014,LGA1150,Server
,Intel Xeon E3-1225 V2 @ 3.20GHz,4,$225.19,"4,768",21.18,"1,954",8.68,77,61.93,Sep 2012,LGA1155,Server
,Intel Xeon E3-1225 v5 @ 3.30GHz,4,$189.70,"5,893",31.06,"2,039",10.75,80,73.66,Feb 2016,FCLGA1151,Server
,Intel Xeon E3-1226 v3 @ 3.30GHz,4,$279.70,"5,434",19.43,"2,095",7.49,84,64.70,Jul 2014,FCLGA1150,Server
,Intel Xeon E3-1230 V2 @ 3.30GHz,4,$77.00,"6,184",80.31,"1,993",25.88,69,89.62,May 2012,LGA1155,Server
,Intel Xeon E3-1230 v5 @ 3.40GHz,4,$717.00,"8,051",11.23,"2,185",3.05,80,100.64,Jan 2016,FCLGA1151,Server
,Intel Xeon E3-1230L v3 @ 1.80GHz,4,$448.50,"4,764",10.62,"1,502",3.35,25,190.58,Dec 2013,LGA1150,Server
,Intel Xeon E3-1235 @ 3.20GHz,4,$234.00,"4,725",20.19,"1,562",6.68,95,49.73,Jun 2011,LGA1155,Server
,Intel Xeon E3-1240 @ 3.30GHz,4,$49.99,"5,341",106.84,"1,734",34.68,80,66.76,May 2011,LGA1155,Server
,Intel Xeon E3-1240 v3 @ 3.40GHz,4,$681.00*,"7,046",10.35,"2,162",3.17,80,88.08,Jun 2013,LGA1150,Server
,Intel Xeon E3-1240 v6 @ 3.70GHz,4,$393.45,"8,706",22.13,"2,462",6.26,72,120.91,Jul 2017,FCLGA1151,Server
,Intel Xeon E3-1240L v5 @ 2.10GHz,4,$278.00*,"6,072",21.84,"1,910",6.87,25,242.88,Sep 2017,FCLGA1151,Server
,Intel Xeon E3-1245 @ 3.30GHz,4,$245.00,"5,331",21.76,"1,733",7.07,95,56.12,May 2011,LGA1155,Server
,Intel Xeon E3-1245 v3 @ 3.40GHz,4,$116.67,"7,074",60.63,"2,171",18.60,84,84.21,Jun 2013,LGA1150,Server
,Intel Xeon E3-1245 v6 @ 3.70GHz,4,$309.99,"8,533",27.53,"2,429",7.84,73,116.89,Jun 2017,FCLGA1151,Server
,Intel Xeon E3-1260L @ 2.40GHz,4,$125.00*,"3,981",31.85,"1,484",11.87,45,88.47,Jul 2011,LGA1155,Server
,Intel Xeon E3-1265L @ 2.40GHz,4,$918.35*,"3,589",3.91,"1,451",1.58,45,79.75,Jul 2015,LGA1155,Server
,Intel Xeon E3-1265L v3 @ 2.50GHz,4,$699.95,"5,987",8.55,"2,104",3.01,45,133.05,Jan 2012,FCLGA1150,Server
,Intel Xeon E3-1268L v3 @ 2.30GHz,4,NA,"5,333",NA,"1,896",NA,45,118.50,Sep 2014,LGA1150,Server
,Intel Xeon E3-1270 @ 3.40GHz,4,$79.97,"5,389",67.39,"1,765",22.07,80,67.37,Jun 2011,LGA1155,Server
,Intel Xeon E3-1270 v3 @ 3.50GHz,4,$449.77,"7,189",15.98,"2,168",4.82,80,89.86,Jun 2013,LGA1150,Server
,Intel Xeon E3-1270 v6 @ 3.80GHz,4,$318.00,"8,794",27.65,"2,448",7.70,72,122.13,May 2017,FCLGA1151,Server
,Intel Xeon E3-1271 v3 @ 3.60GHz,4,$149.99,"7,427",49.52,"2,280",15.20,80,92.84,Aug 2014,FCLGA1150,Server
,Intel Xeon E3-1275 V2 @ 3.50GHz,4,$149.99,"6,552",43.68,"2,140",14.27,77,85.09,Apr 2012,LGA1155,Server
,Intel Xeon E3-1275 v5 @ 3.60GHz,4,$444.04,"8,401",18.92,"2,315",5.21,80,105.02,Dec 2015,FCLGA1151,Server
,Intel Xeon E3-1275L v3 @ 2.70GHz,4,NA,"5,949",NA,"2,065",NA,45,132.20,Feb 2015,LGA1150,Server
,Intel Xeon E3-1280 @ 3.50GHz,4,$358.00,"5,510",15.39,"1,780",4.97,95,58.00,Jun 2011,LGA1155,Server
,Intel Xeon E3-1280 v3 @ 3.60GHz,4,$249.00*,"7,256",29.14,"2,294",9.21,82,88.49,Jun 2013,LGA1150,Server
,Intel Xeon E3-1280 v6 @ 3.90GHz,4,$524.73,"9,087",17.32,"2,564",4.89,72,126.20,Mar 2017,FCLGA1151,Server
,Intel Xeon E3-1285 v3 @ 3.60GHz,4,NA,"6,919",NA,"2,253",NA,84,82.36,Nov 2016,LGA1150,Server
,Intel Xeon E3-1285 v6 @ 4.10GHz,4,$531.22*,"9,276",17.46,"2,692",5.07,79,117.41,Jan 2018,FCLGA1151,Server
,Intel Xeon E3-1285L v4 @ 3.40GHz,4,"$1,166.00","7,993",6.85,"2,340",2.01,65,122.97,Apr 2016,LGA1150,Server
,Intel Xeon E3-1286L v3 @ 3.20GHz,4,$774.00*,"6,450",8.33,"2,207",2.85,65,99.23,Jan 2018,LGA1150,Server
,Intel Xeon E3-1290 V2 @ 3.70GHz,4,$885.00*,"6,414",7.25,"2,094",2.37,87,73.72,May 2012,LGA1155,Server
,Intel Xeon E3-1505L v6 @ 2.20GHz,4,NA,"6,088",NA,"1,848",NA,25,243.52,May 2017,FCBGA1440,"Laptop, Server"
,Intel Xeon E3-1505M v6 @ 3.00GHz,4,NA,"6,897",NA,"2,137",NA,45,153.28,Jan 2017,Unknown,Server
,Intel Xeon E3-1535M v5 @ 2.90GHz,4,$623.00*,"7,516",12.06,"2,117",3.40,45,167.02,Dec 2015,FCBGA1440,"Laptop, Server"
,Intel Xeon E3-1545M v5 @ 2.90GHz,4,NA,"7,848",NA,"2,092",NA,45,174.39,Feb 2016,FCBGA1440,"Laptop, Server"
,Intel Xeon E3-1585 v5 @ 3.50GHz,4,$556.00*,"8,408",15.12,"2,402",4.32,65,129.35,May 2017,FCBGA1440,Server
,Intel Xeon E3110 @ 3.00GHz,2,$199.95*,"1,242",6.21,"1,331",6.66,65,19.11,Nov 2008,LGA775,Server
,Intel Xeon E3120 @ 3.16GHz,2,NA,"1,330",NA,"1,364",NA,65,20.47,Mar 2010,LGA775,Server
,Intel Xeon E5-1410 v2 @ 2.80GHz,4,$19.20*,"5,842",304.26,"1,689",87.97,80,73.02,Aug 2015,LGA 1356,Server
,Intel Xeon E5-1603 @ 2.80GHz,4,$59.00*,"3,494",59.22,"1,343",22.77,130,26.88,Jun 2012,LGA2011,Server
,Intel Xeon E5-1603 v4 @ 2.80GHz,4,NA,"4,812",NA,"1,754",NA,140,34.37,Feb 2017,FCLGA2011-3,Server
,Intel Xeon E5-1607 v2 @ 3.00GHz,4,$229.95,"4,262",18.54,"1,636",7.12,130,32.79,Mar 2014,LGA 2011,Server
,Intel Xeon E5-1607 v4 @ 3.10GHz,4,$39.99*,"5,228",130.72,"1,948",48.71,140,37.34,Nov 2016,FCLGA2011-3,Server
,Intel Xeon E5-1620 v2 @ 3.70GHz,4,$77.00,"6,544",84.98,"2,015",26.16,130,50.34,Jul 2013,FCLGA2011,Server
,Intel Xeon E5-1620 v4 @ 3.50GHz,4,$312.11,"7,406",23.73,"2,258",7.23,140,52.90,May 2016,FCLGA2011-3,Server
,Intel Xeon E5-1630 v4 @ 3.70GHz,4,NA,"7,603",NA,"2,384",NA,140,54.31,Jul 2016,FCLGA2011-3,Server
,Intel Xeon E5-1650 v2 @ 3.50GHz,6,$238.02,"9,269",38.94,"2,009",8.44,130,71.30,Jul 2013,FCLGA2011,Server
,Intel Xeon E5-1650 v4 @ 3.60GHz,6,$453.70*,"11,426",25.18,"2,393",5.27,140,81.62,Jul 2016,FCLGA2011-3,Server
,Intel Xeon E5-1660 v2 @ 3.70GHz,6,"$1,798.95","10,239",5.69,"2,081",1.16,130,78.76,Dec 2013,LGA 2011,Server
,Intel Xeon E5-1660 v4 @ 3.20GHz,8,"$1,494.00","13,351",8.94,"2,195",1.47,140,95.36,Oct 2016,FCLGA2011-3,Server
,Intel Xeon E5-1680 v3 @ 3.20GHz,8,$589.99*,"13,161",22.31,"2,119",3.59,140,94.01,Mar 2015,LGA2011-v3,Server
,Intel Xeon E5-1681 v3 @ 2.90GHz,10,NA,"14,820",NA,"2,040",NA,135,109.78,Apr 2016,LGA2011-v3,Server
,Intel Xeon E5-2403 v2 @ 1.80GHz,4,$79.00*,"2,873",36.36,991,12.54,80,35.91,Apr 2015,FCLGA1356,Server
,Intel Xeon E5-2407 v2 @ 2.40GHz,4,$156.00,"3,504",22.46,"1,068",6.84,80,43.80,Sep 2014,FCLGA1356,Server
,Intel Xeon E5-2420 @ 1.90GHz,6,$160.00,"5,174",32.33,"1,110",6.94,95,54.46,Jun 2012,LGA1356,Server
,Intel Xeon E5-2430 @ 2.20GHz,6,$218.53,"5,867",26.85,"1,234",5.65,95,61.76,Jan 2012,LGA 1356,Server
,Intel Xeon E5-2430L @ 2.00GHz,6,$32.28*,"5,273",163.36,"1,005",31.13,60,87.89,Dec 2017,FCLGA1356,Server
,Intel Xeon E5-2440 @ 2.40GHz,6,$170.00,"5,917",34.81,"1,287",7.57,95,62.29,Mar 2014,LGA 1356,Server
,Intel Xeon E5-2448L v2 @ 1.80GHz,10,"$1,424.00*","6,774",4.76,"1,235",0.87,70,96.77,Mar 2018,LGA 1356,Server
,Intel Xeon E5-2450L @ 1.80GHz,8,$65.00,"5,769",88.76,"1,013",15.58,70,82.42,Aug 2015,LGA 1356,Server
,Intel Xeon E5-2470 v2 @ 2.40GHz,10,$119.99,"10,979",91.50,"1,584",13.20,95,115.57,Feb 2016,LGA 1356,Server
,Intel Xeon E5-2603 v2 @ 1.80GHz,4,$59.00,"2,751",46.63,977,16.57,80,34.39,Nov 2014,LGA 2011,Server
,Intel Xeon E5-2603 v4 @ 1.70GHz,6,$301.19,"4,695",15.59,"1,046",3.47,85,55.24,Jul 2016,FCLGA2011-3,Server
,Intel Xeon E5-2609 @ 2.40GHz,4,$68.79,"2,623",38.13,"1,081",15.71,80,32.79,Apr 2012,LGA2011,Server
,Intel Xeon E5-2609 v3 @ 1.90GHz,6,$78.00,"4,391",56.30,"1,095",14.04,80,54.89,Nov 2014,LGA2011-v3,Server
,Intel Xeon E5-2618L v3 @ 2.30GHz,8,"$1,029.95*","10,464",10.16,"1,872",1.82,75,139.52,Feb 2017,LGA2011-v3,Server
,Intel Xeon E5-2620 @ 2.00GHz,6,$70.79,"5,264",74.36,"1,111",15.69,95,55.41,Apr 2012,LGA2011,Server
,Intel Xeon E5-2620 v3 @ 2.40GHz,6,$57.42,"7,915",137.84,"1,690",29.43,85,93.12,Nov 2014,LGA2011-v3,Server
,Intel Xeon E5-2623 v3 @ 3.00GHz,4,$249.95,"7,090",28.37,"1,812",7.25,105,67.53,Feb 2015,LGA2011-v3,Server
,Intel Xeon E5-2628 v3 @ 2.50GHz,8,NA,"8,447",NA,"1,754",NA,85,99.37,Sep 2021,LGA2011-v3,Server
,Intel Xeon E5-2628L v3 @ 2.00GHz,10,NA,"9,949",NA,"1,483",NA,75,132.65,Jul 2015,LGA2011-v3,Server
,Intel Xeon E5-2629 v3 @ 2.40GHz,8,$499.88*,"9,139",18.28,"1,426",2.85,85,107.52,Oct 2016,LGA2011-v3,Server
,Intel Xeon E5-2630 v2 @ 2.60GHz,6,$69.00,"7,471",108.28,"1,576",22.83,80,93.39,Jul 2013,FCLGA2011,Server
,Intel Xeon E5-2630 v4 @ 2.20GHz,10,$724.40,"11,104",15.33,"1,752",2.42,85,130.63,Apr 2016,FCLGA2011-3,Server
,Intel Xeon E5-2630L v2 @ 2.40GHz,6,$141.81*,"6,439",45.41,"1,396",9.84,60,107.32,Nov 2014,LGA 2011,Server
,Intel Xeon E5-2630L v4 @ 1.80GHz,10,$105.00,"10,864",103.47,"1,743",16.60,55,197.53,Jan 2017,FCLGA2011-3,Server
,Intel Xeon E5-2637 v2 @ 3.50GHz,4,$167.70,"6,641",39.60,"1,930",11.51,130,51.08,Mar 2014,LGA 2011,Server
,Intel Xeon E5-2637 v4 @ 3.50GHz,4,$195.00,"6,727",34.50,"2,066",10.60,135,49.83,May 2016,FCLGA2011-3,Server
,Intel Xeon E5-2640 v2 @ 2.00GHz,8,$69.00,"7,730",112.03,"1,277",18.51,95,81.37,Feb 2014,LGA 2011,Server
,Intel Xeon E5-2640 v4 @ 2.40GHz,10,$490.00,"11,732",23.94,"1,774",3.62,90,130.36,Apr 2016,FCLGA2011-3,Server
,Intel Xeon E5-2643 v2 @ 3.50GHz,6,$208.07,"8,850",42.53,"1,895",9.11,130,68.08,Jul 2013,FCLGA2011,Server
,Intel Xeon E5-2643 v4 @ 3.40GHz,6,$583.70,"11,152",19.11,"2,249",3.85,135,82.61,Jun 2016,FCLGA2011-3,Server
,Intel Xeon E5-2648L v2 @ 1.90GHz,10,$945.00*,"8,611",9.11,"1,350",1.43,70,123.01,Dec 2017,FCLGA2011,Server
,Intel Xeon E5-2648L v4 @ 1.80GHz,14,"$1,298.70","11,547",8.89,"1,435",1.10,75,153.96,Jul 2017,FCLGA2011-3,Server
,Intel Xeon E5-2650 @ 2.00GHz,8,$49.99,"7,335",146.73,"1,273",25.47,95,77.21,Mar 2012,LGA2011,Server
,Intel Xeon E5-2650 v3 @ 2.30GHz,10,$159.16,"11,872",74.59,"1,598",10.04,105,113.07,Sep 2014,LGA2011-v3,Server
,Intel Xeon E5-2650L @ 1.80GHz,8,$69.00,"5,929",85.92,"1,091",15.81,70,84.69,Jan 2012,LGA 2011,Server
,Intel Xeon E5-2650L v3 @ 1.80GHz,12,$124.60,"11,820",94.87,"1,397",11.21,65,181.85,Aug 2015,LGA2011-v3,Server
,Intel Xeon E5-2651 v2 @ 1.80GHz,12,$278.10*,"9,216",33.14,"1,118",4.02,NA,NA,Apr 2016,LGA 2011,Server
,Intel Xeon E5-2658 v2 @ 2.40GHz,10,"$3,604.00*","10,280",2.85,"1,301",0.36,95,108.21,Dec 2013,LGA 2011,Server
,Intel Xeon E5-2658 v4 @ 2.30GHz,14,NA,"14,434",NA,"1,583",NA,105,137.46,Dec 2016,FCLGA2011-3,Server
,Intel Xeon E5-2660 v2 @ 2.20GHz,10,$59.98,"10,538",175.69,"1,506",25.11,95,110.92,Mar 2014,LGA 2011,Server
,Intel Xeon E5-2660 v4 @ 2.00GHz,14,$324.64,"14,342",44.18,"1,713",5.28,105,136.59,Nov 2016,FCLGA2011-3,Server
,Intel Xeon E5-2665 @ 2.40GHz,8,$92.00,"8,421",91.53,"1,410",15.33,115,73.22,Jun 2012,LGA2011,Server
,Intel Xeon E5-2667 v2 @ 3.30GHz,8,$174.95*,"12,207",69.78,"2,017",11.53,130,93.90,Feb 2014,LGA 2011,Server
,Intel Xeon E5-2667 v4 @ 3.20GHz,8,$422.50,"14,027",33.20,"2,231",5.28,135,103.90,Jul 2016,FCLGA2011-3,Server
,Intel Xeon E5-2670 @ 2.60GHz,8,$80.81,"8,946",110.71,"1,475",18.25,115,77.80,Mar 2012,LGA2011,Server
,Intel Xeon E5-2670 v3 @ 2.30GHz,12,$125.00,"13,931",111.45,"1,692",13.54,120,116.10,Aug 2014,LGA2011-v3,Server
,Intel Xeon E5-2673 v3 @ 2.40GHz,12,$700.00*,"14,193",20.28,"1,719",2.46,110,129.02,Sep 2015,LGA2011-v3,Server
,Intel Xeon E5-2675 v3 @ 1.80GHz,16,NA,"11,960",NA,"1,209",NA,NA,NA,Jan 2016,LGA2011-v3,Server
,Intel Xeon E5-2676 v4 @ 2.40GHz,16,NA,"18,978",NA,"1,730",NA,145,130.88,Jul 2020,FCLGA2011-3,Server
,Intel Xeon E5-2679 v4 @ 2.50GHz,20,"$2,702.00*","23,512",8.70,"1,951",0.72,200,117.56,Jun 2016,FCLGA2011-3,Server
,Intel Xeon E5-2680 v2 @ 2.80GHz,10,$108.92,"12,511",114.86,"1,796",16.49,115,108.79,Jul 2013,FCLGA2011,Server
,Intel Xeon E5-2680 v4 @ 2.40GHz,14,$402.19,"17,930",44.58,"1,950",4.85,120,149.42,May 2016,FCLGA2011-3,Server
,Intel Xeon E5-2682 v4 @ 2.50GHz,16,NA,"19,551",NA,"1,868",NA,120,162.93,Sep 2017,FCLGA2011-3,Server
,Intel Xeon E5-2683 v4 @ 2.10GHz,16,$437.00,"18,254",41.77,"1,702",3.90,120,152.11,Dec 2016,FCLGA2011-3,Server
,Intel Xeon E5-2686 v3 @ 2.00GHz,18,NA,"17,678",NA,"1,862",NA,120,147.32,Aug 2015,LGA2011-v3,Server
,Intel Xeon E5-2687W @ 3.10GHz,8,$192.00,"9,709",50.57,"1,715",8.93,150,64.73,Feb 2012,LGA2011,Server
,Intel Xeon E5-2687W v3 @ 3.10GHz,10,$170.00,"14,825",87.21,"1,922",11.31,160,92.66,Oct 2014,LGA2011-v3,Server
,Intel Xeon E5-2689 @ 2.60GHz,8,$182.75*,"9,772",53.47,"1,569",8.58,115,84.97,Mar 2013,LGA 2011,Server
,Intel Xeon E5-2690 @ 2.90GHz,8,$195.00,"9,818",50.35,"1,652",8.47,135,72.73,Mar 2012,LGA2011,Server
,Intel Xeon E5-2690 v3 @ 2.60GHz,12,$257.45,"16,467",63.96,"1,912",7.43,135,121.98,Sep 2014,LGA2011-v3,Server
,Intel Xeon E5-2692 v2 @ 2.20GHz,12,NA,"12,119",NA,"1,571",NA,115,105.38,Apr 2016,LGA 2011,Server
,Intel Xeon E5-2695 v3 @ 2.30GHz,14,$271.19,"16,032",59.12,"1,778",6.55,120,133.60,Sep 2014,LGA2011-v3,Server
,Intel Xeon E5-2696 v2 @ 2.50GHz,12,NA,"14,190",NA,"1,657",NA,NA,NA,Sep 2013,LGA2011,Server
,Intel Xeon E5-2696 v4 @ 2.20GHz,22,"$2,793.95*","22,810",8.16,"2,237",0.80,145,157.31,Apr 2016,FCLGA2011-3,Server
,Intel Xeon E5-2697 v3 @ 2.60GHz,14,$289.99,"19,431",67.01,"2,020",6.97,145,134.01,Aug 2014,LGA2011-v3,Server
,Intel Xeon E5-2697A v4 @ 2.60GHz,16,NA,"21,402",NA,"2,094",NA,145,147.60,Jun 2016,FCLGA2011-3,Server
,Intel Xeon E5-2698 v3 @ 2.30GHz,16,"$3,405.95","19,782",5.81,"1,981",0.58,135,146.54,Sep 2014,LGA2011-v3,Server
,Intel Xeon E5-2698R v4 @ 2.20GHz,20,NA,"26,198",NA,"2,392",NA,NA,NA,Jan 2021,FCLGA2011-3,Server
,Intel Xeon E5-2699 v4 @ 2.20GHz,22,"$5,924.12","24,415",4.12,"1,950",0.33,145,168.38,Apr 2016,FCLGA2011-3,Server
,Intel Xeon E5-2699C v4 @ 2.20GHz,22,NA,"20,079",NA,"1,622",NA,145,138.47,Aug 2017,FCLGA2011-3,Server
,Intel Xeon E5-4607 v2 @ 2.60GHz,6,$72.80*,"6,986",95.96,"1,363",18.73,95,73.54,Jul 2016,FCLGA2011,Server
,Intel Xeon E5-4610 v3 @ 1.70GHz,10,"$1,219.00*","7,229",5.93,"1,027",0.84,105,68.85,Aug 2019,FCLGA2011-3,Server
,Intel Xeon E5-4620 @ 2.20GHz,8,$92.84,"6,830",73.56,"1,239",13.35,95,71.89,Oct 2015,LGA 2011,Server
,Intel Xeon E5-4627 v2 @ 3.30GHz,8,$498.95*,"9,320",18.68,"1,786",3.58,130,71.69,Apr 2015,FCLGA2011,Server
,Intel Xeon E5-4627 v4 @ 2.60GHz,10,$999.99*,"12,969",12.97,"2,030",2.03,135,96.07,Apr 2017,FCLGA2011-3,Server
,Intel Xeon E5-4640 v3 @ 1.90GHz,12,NA,"10,372",NA,"1,514",NA,105,98.78,Jun 2017,FCLGA2011-3,Server
,Intel Xeon E5-4650 @ 2.70GHz,8,$79.99,"8,589",107.38,"1,500",18.75,130,66.07,Jul 2012,LGA2011,Server
,Intel Xeon E5-4650L @ 2.60GHz,8,$221.00*,"8,415",38.08,"1,457",6.59,115,73.18,Jul 2017,LGA 2011,Server
,Intel Xeon E5-4657L v2 @ 2.40GHz,12,$219.70*,"12,495",56.87,"1,478",6.73,115,108.66,Jan 2015,FCLGA2011,Server
,Intel Xeon E5-4667 v3 @ 2.00GHz,16,"$5,729.00*","15,397",2.69,"1,461",0.26,135,114.05,Jan 2018,FCLGA2011-3,Server
,Intel Xeon E5-4669 v4 @ 2.20GHz,22,NA,"11,523",NA,"1,366",NA,135,85.35,Apr 2017,FCLGA2011-3,Server
,Intel Xeon E5240 @ 3.00GHz,2,$88.78*,"1,448",16.32,"1,312",14.78,65,22.28,Nov 2009,LGA771,Server
,Intel Xeon E5320 @ 1.86GHz,4,$38.75*,"1,402",36.19,769,19.83,80,17.53,Mar 2009,LGA771,Server
,Intel Xeon E5345 @ 2.33GHz,4,$39.99*,"1,814",45.36,947,23.68,80,22.68,Nov 2008,LGA771,Server
,Intel Xeon E5410 @ 2.33GHz,4,$10.69*,"1,923",179.92,"1,024",95.78,80,24.04,Mar 2009,LGA771,Server
,Intel Xeon E5430 @ 2.66GHz,4,$229.95*,"2,192",9.53,"1,153",5.01,80,27.39,Feb 2009,LGA771,Server
,Intel Xeon E5450 @ 3.00GHz,4,$36.99*,"2,451",66.27,"1,289",34.84,80,30.64,Apr 2009,LGA771,Server
,Intel Xeon E5472 @ 3.00GHz,4,$20.04*,"2,432",121.35,"1,297",64.70,80,30.40,Mar 2009,LGA771,Server
,Intel Xeon E5503 @ 2.00GHz,2,$130.19,804,6.18,845,6.49,80,10.05,Jun 2010,LGA1366,Server
,Intel Xeon E5506 @ 2.13GHz,4,$53.01,"1,923",36.27,942,17.78,80,24.03,Apr 2009,LGA1366,Server
,Intel Xeon E5520 @ 2.27GHz,4,$49.00,"2,493",50.88,"1,056",21.54,80,31.17,Mar 2009,LGA1366,Server
,Intel Xeon E5540 @ 2.53GHz,4,$93.13,"2,738",29.40,"1,200",12.88,80,34.23,Jul 2009,LGA1366,Server
,Intel Xeon E5606 @ 2.13GHz,4,$225.00,"2,326",10.34,941,4.18,80,29.07,May 2011,LGA1366,Server
,Intel Xeon E5620 @ 2.40GHz,4,$43.12,"3,688",85.53,"1,127",26.13,80,46.10,Jun 2010,LGA1366,Server
,Intel Xeon E5640 @ 2.67GHz,4,$56.10,"4,018",71.62,"1,204",21.46,80,50.22,May 2010,LGA1366,Server
,Intel Xeon E5649 @ 2.53GHz,6,$112.55,"4,936",43.86,"1,176",10.45,80,61.70,Aug 2011,LGA1366,Server
,Intel Xeon E7-8880 v3 @ 2.30GHz,18,$133.00*,"18,244",137.17,"1,612",12.12,150,121.63,Jul 2016,LGA2011-1,Server
,Intel Xeon Gold 5117 @ 2.00GHz,14,NA,"15,816",NA,"1,531",NA,105,150.63,Oct 2017,Unknown,Server
,Intel Xeon Gold 5120 @ 2.20GHz,14,"$1,561.00*","16,990",10.88,"1,887",1.21,105,161.81,Dec 2017,FCLGA3647,Server
,Intel Xeon Gold 5122 @ 3.60GHz,4,"$1,291.83","8,595",6.65,"2,078",1.61,105,81.86,Nov 2017,FCLGA3647,Server
,Intel Xeon Gold 5217 @ 3.00GHz,8,"$1,645.00","15,036",9.14,"2,039",1.24,115,130.75,Oct 2019,FCLGA3647,Server
,Intel Xeon Gold 5218R @ 2.10GHz,20,"$1,309.00","25,191",19.24,"2,200",1.68,125,201.52,Apr 2021,FCLGA3647,Server
,Intel Xeon Gold 5220R @ 2.20GHz,24,"$1,785.35","33,370",18.69,"2,399",1.34,150,222.46,Mar 2021,FCLGA3647,Server
,Intel Xeon Gold 5315Y @ 3.20GHz,8,"$1,267.68*","21,225",16.74,"2,524",1.99,140,151.61,Aug 2021,FCLGA4189,Server
